feature,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
miRNA_1121,475114608838.8334,10.035648778286893,0.22626280335501692,44.35394872457445,0,0
miRNA_1159,272191173804.4485,9.908013825441417,0.2559923454086984,38.70433629420839,0,0
miRNA_1307,289545433316.4542,9.568330794292478,0.2218637955214148,43.12704906091324,0,0
miRNA_1327,317428821516.4008,9.70546148551251,0.22972866215796905,42.24749926432215,0,0
miRNA_1335,317407740431.5033,9.55489057620552,0.2202708125486238,43.37792404563959,0,0
miRNA_1396,796995538918.755,10.547030525817553,0.22993154339045072,45.87030718054834,0,0
miRNA_854,132663373633.99414,8.1765057517716,0.2130020739847852,38.386977172605604,2.17e-322,5.227e-321
miRNA_387,444595607991.21124,9.924678666407132,0.260380186897295,38.11610547127324,6.932334e-318,1.6313109e-316
miRNA_1381,767222924736.6448,10.61815948615715,0.27930926518642474,38.015779673725,3.1665854e-316,7.296340524e-315
miRNA_169,235041499598.61255,10.077572044781958,0.2659445499480555,37.89350842779187,3.291891547e-314,7.4302694923e-313
miRNA_142,794475316620.415,10.624160611858091,0.28274566081086255,37.574973145087185,5.510490880159134e-309,1.2189205826912004e-307
miRNA_833,141012591443.22278,8.746179587431323,0.2337619404071691,37.414899842964736,2.2369199090254905e-306,4.851045920357241e-305
miRNA_1310,813888572950.2661,10.573939803796208,0.2826825468872376,37.40570445622228,3.1561329357015825e-306,6.712851974780674e-305
miRNA_139,279089381227.4427,9.739627776080331,0.2606203616508493,37.37093953207087,1.158925308124666e-305,2.4184365863884538e-304
miRNA_242,811326372162.2919,10.659038429956421,0.28737068409089994,37.091599874484054,3.8374763419296385e-301,7.859720063285519e-300
miRNA_168,614810479612.2576,10.397843221145099,0.28099104354350685,37.00418024012628,9.808987638413167e-300,1.972498241469993e-298
miRNA_1362,97695063901.96454,8.251488905918372,0.22574498016253097,36.55225865920694,1.6417441886689628e-292,3.2424447726212016e-291
miRNA_534,740117741151.3802,10.573819008191174,0.28949671436105556,36.52483252367307,4.475507701032801e-292,8.684055293582944e-291
miRNA_397,813787441240.7694,10.529464609794232,0.28962021016442074,36.35611134946878,2.1038454623173337e-289,4.011815657453399e-288
miRNA_527,811626085284.7601,10.54378625502117,0.29158531437971974,36.16021018565573,2.571327323937761e-286,4.820149186907058e-285
miRNA_54,373224175765.1004,11.045733846355994,0.3078076288241975,35.885185459989685,5.200930361225823e-282,9.587048299192933e-281
miRNA_528,663847400666.4458,10.365700855347423,0.29111754754771546,35.606582092577014,1.1080675333964194e-277,2.0090535933384258e-276
miRNA_192,514933398855.58264,9.933414178215871,0.27943156111910167,35.54864789944744,8.718121425371578e-277,1.55520037039693e-275
miRNA_1112,86497535803.4252,8.10319136038933,0.2281465495775212,35.51748371998048,2.6407241856983818e-276,4.635938014892715e-275
miRNA_1039,799336168517.9502,10.677812942481708,0.30115874204168314,35.45576286476785,2.3642701214632952e-275,4.085754303653757e-274
miRNA_275,193732742185.92188,9.432057004033823,0.2677966220273969,35.220970797267476,9.549758122969145e-272,1.6249280744621344e-270
miRNA_244,612454542067.4692,10.307707938177927,0.2941547922037208,35.041781440838086,5.201887572491552e-269,8.717102507841903e-268
miRNA_76,148043203420.62485,9.694377640346834,0.2773119742967765,34.95838095318599,9.658509045573094e-268,1.5943747767766926e-266
miRNA_220,166829562326.1354,9.44465286153228,0.27221277723159704,34.69584696789168,9.100467709370349e-264,1.480164306847589e-262
miRNA_1395,66168709165.42747,7.510936710089884,0.21941337246144738,34.23190038888634,8.10974075941835e-257,1.2999091710024195e-255
miRNA_213,393831924274.63934,10.573823806301418,0.31175508810616864,33.91708494810672,3.730491967211346e-252,5.894177308193927e-251
miRNA_1328,155667033205.3117,9.697525559976619,0.28611367326737247,33.89396056900191,8.176507669896242e-252,1.2736926032260907e-250
miRNA_159,813895470813.584,10.541750376651045,0.3124446139029236,33.73958105716094,1.519959439450933e-249,2.3348265833787944e-248
miRNA_366,35797924579.07203,6.880887069006995,0.20669437570554583,33.290151439869945,5.360905458536133e-243,8.122138954987621e-242
miRNA_393,29651905284.088226,6.602125377868291,0.19893336861968242,33.18762168296726,1.6242021958411968e-241,2.427523822432924e-240
miRNA_1114,134593307709.35164,9.074012050969582,0.27350291815157507,33.177020970360445,2.3096404933690502e-241,3.4059498475548927e-240
miRNA_147,534348930665.5055,10.504300053341138,0.3179457350791746,33.03802785945647,2.311346193299717e-239,3.363616960249325e-238
miRNA_623,137489683387.13702,8.976602213787356,0.2739564763994473,32.766526755508615,1.7660244999957535e-235,2.5366533727211733e-234
miRNA_146,812043034055.6089,10.665654721141468,0.3306612961789804,32.25552807174736,2.942960249120272e-228,4.1729667122141287e-227
miRNA_612,88785736709.42264,8.374592631899244,0.26104838588569934,32.080614494073444,8.21782237286128e-226,1.1504951322005792e-224
miRNA_1113,90258720472.43825,9.02963042285072,0.28199634042368543,32.02038157404508,5.675115525730054e-225,7.8458472143218e-224
miRNA_462,139379362.8770163,16.223598189541935,0.5142778321855893,31.54636885784971,2.0109435373024698e-218,2.7458068546376935e-217
miRNA_622,442510435519.2555,10.146979007398421,0.32333191193469774,31.382547261365815,3.501486896062468e-216,4.722737203713524e-215
miRNA_391,58312620066.24426,8.237009786489816,0.26249873056834133,31.379236648709497,3.885233046864929e-216,5.17719006003929e-215
miRNA_820,111014018444.88136,9.05363473862054,0.2903717854311814,31.17945748474335,2.023368026417502e-213,2.664101234783044e-212
miRNA_643,671441531005.7839,10.4678772113637,0.3373885924246244,31.026174110205925,2.391823373210418e-211,3.112184295024379e-210
miRNA_167,811364930678.1521,10.725736473547363,0.3516157656061122,30.504139810279643,2.2964411851698975e-204,2.953330175346403e-203
miRNA_160,729443048570.5924,10.833161933290675,0.35673668165053385,30.367389984030435,1.4810620200092576e-202,1.882821372563493e-201
miRNA_205,20552806333.883972,6.289338060011251,0.20882110311601587,30.11830684812085,2.7904584161106807e-199,3.5070988729754694e-198
miRNA_235,91442432891.2117,8.999477435863907,0.3000435263984617,29.993906363813643,1.1784025572201025e-197,1.4643968857139702e-196
miRNA_237,32689272093.230934,7.328534757414183,0.24528050022057588,29.878179271584074,3.7804501420590295e-196,4.645753174574763e-195
miRNA_821,81957350159.65259,8.616394349933293,0.2888904327584363,29.825821048003096,1.807610317276781e-195,2.196941770228703e-194
miRNA_166,811998411875.0189,10.75632380797045,0.36690570140827267,29.31631688110891,6.425465380531734e-189,7.724526859639237e-188
miRNA_395,27186690966.518127,6.76802572619636,0.23281072848474835,29.070935734990147,8.368419205641521e-186,9.952120044558626e-185
miRNA_236,36035792251.4782,7.06107624208612,0.2445010380386269,28.87953482214089,2.1580094777880623e-183,2.5391047685463794e-182
miRNA_153,40969161205.60588,7.715367953372219,0.2672436754812074,28.870161059863,2.829715224599438e-183,3.2943842509547137e-182
miRNA_198,803647153297.8267,11.075096610468279,0.38840161762683895,28.514548106513804,7.733587715973429e-179,8.909737514444388e-178
miRNA_21,39070853343.53118,7.045647880996861,0.2485447275051428,28.347605486224104,8.958641248563212e-177,1.021469816588754e-175
miRNA_846,671479980633.4478,10.398203464272346,0.3672098883581694,28.316785015686012,2.1475554528934662e-176,2.4236697254083406e-175
miRNA_182,124942474921.26929,9.051071606358928,0.3204388587029143,28.24586145074986,1.600088477023553e-175,1.7875735915030803e-174
miRNA_1369,60961217203.38163,8.630794477652898,0.3071444635553766,28.1001141213695,9.764681241748796e-174,1.0799737453374169e-172
miRNA_219,813786090604.6348,10.829818871094382,0.39182289091271283,27.639576763540756,3.724188641548495e-168,4.0781709282699366e-167
miRNA_151,804260290357.591,11.065012994635273,0.4021520277011239,27.514502557372904,1.1774826080798891e-166,1.2767605534670171e-165
miRNA_389,720250668179.8385,11.29147475866343,0.412800268026274,27.353361015610453,9.849277111365412e-165,1.0576019888514705e-163
miRNA_1077,720782280963.4526,10.916011749285174,0.40263173438703165,27.111652701453746,7.176545328340189e-162,7.631979935715624e-161
miRNA_118,15584642304.337168,5.3283919914453595,0.1979312958552478,26.920411794515548,1.2670519483967866e-159,1.3346280523112819e-158
miRNA_934,761603399330.7029,10.97169275654967,0.4144253664252483,26.474471992844776,1.9076587074476747e-154,1.9904438966388002e-153
miRNA_473,703117527109.0658,10.742415268310108,0.4064578723599272,26.429344832070242,6.304586425075723e-154,6.51670335152687e-153
miRNA_536,36326114228.71706,8.171270489118879,0.3113843835596164,26.241747886352947,8.878904818201595e-152,9.092656230491633e-151
miRNA_172,133510429893.43852,10.432887360408513,0.39809584863747455,26.206973511821793,2.2130044474696405e-151,2.2454889164233232e-150
miRNA_1309,8716504.584834728,11.100673247411166,0.42584465201195,26.067424341164816,8.537890883301042e-150,8.584461197209956e-149
miRNA_293,18560346891.682068,7.615192575439012,0.3008804288592843,25.30969729174537,2.49821282901904e-141,2.489210260265818e-140
miRNA_174,813387908050.4349,10.73523328561897,0.4294158314713227,24.999621576215436,6.171596878113526e-138,6.094451917137107e-137
miRNA_1056,18981.176922129027,11.591106142608654,0.46579836081678055,24.88438585804289,1.0981232235839656e-136,1.0748002524635982e-135
miRNA_399,22024175745.342308,7.3732090028425405,0.29818657459565096,24.726830887141084,5.504662735122096e-135,5.340488583372841e-134
miRNA_268,803987558607.1537,11.384859790678078,0.4626641093387139,24.60718166998185,1.0582833139912906e-133,1.0177924741516239e-132
miRNA_1045,10760857801.335522,4.983784438327605,0.203666117201031,24.470366042321626,3.0553919106342694e-132,2.913158149277157e-131
miRNA_196,374132268719.84467,10.982599087824976,0.45539268619342926,24.116766519961384,1.6674033643326954e-128,1.5761949751726164e-127
miRNA_161,810812869866.4924,11.447242803059316,0.47660376785520814,24.018364048135222,1.7879415180666816e-127,1.6758163720184323e-126
miRNA_199,813777325470.7107,10.796809731329047,0.4520007430342636,23.886707926297817,4.209969617924935e-126,3.912795291953764e-125
miRNA_162,810796730208.6165,11.545638432064504,0.48523805898869105,23.793761058494354,3.8753291692704834e-125,3.5717617176776287e-124
miRNA_726,719769.186328676,-10.926296105072138,0.4631247997175516,-23.592552399992005,4.596021465402203e-123,4.2009915212684597e-122
miRNA_271,10834327894.606853,5.720734311150078,0.2442751267232926,23.41922564072744,2.722546759606338e-121,2.468144849282467e-120
miRNA_427,6977010560.958312,6.632781837098647,0.2842918997288088,23.33088576714911,2.1547994498977402e-120,1.9375676354365047e-119
miRNA_197,374931447762.4969,11.07631681159316,0.47524357191989075,23.306610475228553,3.799252362477751e-120,3.38868799427451e-119
miRNA_245,22290039760.016174,7.006659948253636,0.30092715598862535,23.28357480811229,6.503936132163818e-120,5.754682689738546e-119
miRNA_1375,465631690233.02325,10.686860370968725,0.46002598711572185,23.2309927488518,2.2144209261729543e-119,1.9437694796407045e-118
miRNA_1049,18062135827.35574,6.623406618869146,0.28602094027382613,23.157068893375904,1.233892098291912e-118,1.0745548509534289e-117
miRNA_829,12771692825.023314,6.269368042758859,0.2707446587898597,23.15601744751268,1.264360639101408e-118,1.0924866147235604e-117
miRNA_1376,462881659929.58826,10.627355685466423,0.4611851443594349,23.043577650852857,1.706027412473622e-117,1.4626870683688572e-116
miRNA_1377,468682726012.41205,10.65216935952142,0.4631939400813468,22.997212264155852,4.970515722742987e-117,4.228761837964418e-116
miRNA_125,613982920454.1805,11.237250696646568,0.48993770542317006,22.936080592002416,2.0290744859066457e-116,1.713096474360878e-115
miRNA_422,19961910106.75583,6.928969021229324,0.3029320955291247,22.87301056405611,8.627142228932414e-116,7.228499473635795e-115
miRNA_392,23511955445.674866,8.08867565556213,0.3540600073455609,22.845493667031473,1.6201894542673982e-115,1.3473154409170995e-114
miRNA_932,13432124530.307577,6.770869032531009,0.2999894737852307,22.570355376463738,8.476201710222837e-113,6.996029172766013e-112
miRNA_459,7627941019.656594,6.602505682653884,0.2974217722993204,22.199133680130288,3.5013318444498895e-109,2.8684985333048726e-108
miRNA_1104,38947046243.92064,9.62347697142075,0.43448527635607526,22.1491440449503,1.0631973932740993e-108,8.646296448243778e-108
miRNA_158,737969692829.5465,11.455295636872155,0.5186687781444809,22.085955661054186,4.313278901603159e-108,3.4821069088854696e-107
miRNA_269,778612730055.5308,11.646102951138268,0.5277129340261378,22.06901176798034,6.274797797158896e-108,5.0289321475780717e-107
miRNA_1006,33591032559.28923,8.38373465201744,0.381507132235652,21.97530253992451,4.962320013217087e-107,3.9484359241856824e-106
miRNA_886,389555.09897763893,17.267068417433652,0.7880878429190842,21.91008092889275,2.0821190130748185e-106,1.6448740203291067e-105
miRNA_175,28295083375.368134,7.815146118288397,0.35702944994425395,21.889359881961116,3.280886102789684e-106,2.5735177515499223e-105
miRNA_455,5460202246.059973,6.274443523894544,0.28809232454420935,21.77928042276495,3.6475629455678516e-105,2.840989167463411e-104
miRNA_41,342602.68849605956,8.71491930322837,0.4025886886001187,21.64720358520724,6.458181423506992e-104,4.994929128950163e-103
miRNA_406,692030463433.7378,10.780860194462914,0.5008400785212588,21.525554077648174,8.97413529728586e-103,6.892634471387611e-102
miRNA_68,545173871513.40094,10.725155528717663,0.5030197622808761,21.321539098356443,7.166251836997912e-101,5.466120366703235e-100
miRNA_67,495561533015.39624,10.551377509446729,0.49821664930971515,21.17829166099885,1.5142497075395657e-99,1.1470960113279175e-98
miRNA_529,507359523822.51764,11.072812379791122,0.525044501074698,21.089283588584415,9.976085464295662e-99,7.505816682660545e-98
miRNA_394,726852433079.6089,11.98509010541167,0.5765714950666214,20.78682385092038,5.695829674538179e-96,4.2564781216481256e-95
miRNA_890,372675.6299240207,19.89888044535775,0.9666566304985718,20.58526245777109,3.720174790653095e-94,2.761418334538472e-93
miRNA_276,4270165847.881209,4.847859666960629,0.24370805549974356,19.89207807275673,4.7658638421479295e-88,3.51403027294374e-87
miRNA_266,766368987.1922406,7.1735576477363905,0.36569020214912257,19.616488507425554,1.118153171999632e-85,8.18991661080525e-85
miRNA_851,6996908600.856336,4.941092743431656,0.25208196946758754,19.601135114373886,1.512129813271217e-85,1.100273403603925e-84
miRNA_907,10714922378.947735,11.760396257024759,0.6015115211096638,19.55140648898839,4.013033064988899e-85,2.9009245554756358e-84
miRNA_110,4318675801.457923,4.2595287375608315,0.2191794344660484,19.433979962297265,3.9825182591689656e-84,2.860172204312257e-83
miRNA_222,339586215079.6175,10.6424044344996,0.5502457139798623,19.341185517874088,2.418506933099831e-83,1.7257217212957506e-82
miRNA_353,598.4727107500386,13.749148766663172,0.7116788233293427,19.319316967087126,3.6950729516037e-83,2.6197119772267257e-82
miRNA_801,10296.528545679335,-10.479232072080054,0.5461857222134082,-19.186206533581924,4.826085668728531e-82,3.3997775475246846e-81
miRNA_1106,334792.28884948307,6.162686070754407,0.3252401505154483,18.948109761318324,4.57732150497127e-80,3.204125053479889e-79
miRNA_190,721212401887.587,11.652317152256359,0.6270642652817089,18.582333258970753,4.466564285513469e-77,3.106930880363457e-76
miRNA_279,532860829576.14233,11.690726903955785,0.6294392641228234,18.573240613211183,5.2911063978958984e-77,3.65747729754554e-76
miRNA_887,440532.13839451806,17.607111407524023,0.9548218081974624,18.440206598091,6.250197709414824e-76,4.2936140786414883e-75
miRNA_523,6870731025.805201,5.947109978699207,0.32659451364245495,18.209460754169037,4.342022933961392e-74,2.9643687438032713e-73
miRNA_920,372738.16897745605,14.356341850131216,0.7959769391110413,18.036127863408442,1.0140513522442561e-72,6.880618377804584e-72
miRNA_908,10616355428.633848,13.002065926717004,0.7222564711895468,18.002006829101543,1.8788593825954264e-72,1.2670844372869156e-71
miRNA_141,4619481697.780097,6.152627876947611,0.34347509963925277,17.912878934774696,9.356833488422983e-72,6.2719138413308e-71
miRNA_191,410682539017.755,10.755842484675126,0.6008081097553725,17.902292445843514,1.1316625539258892e-71,7.539872196638756e-71
miRNA_148,378100815339.3374,10.822469044402359,0.6065358639416125,17.84308181559429,3.271450277974009e-71,2.1666012020594334e-70
miRNA_911,372683.6326642876,14.202386247867798,0.8010034095792099,17.730743812100275,2.428007727470064e-70,1.5984384205844588e-69
miRNA_443,2637586473.589149,5.066030426689501,0.2860613479391368,17.709594334175353,3.536117672584289e-70,2.314169317087706e-69
miRNA_739,1059373112.278781,7.06592709670354,0.403097772988505,17.529065080955025,8.597143266981136e-69,5.5932002666359624e-68
miRNA_969,2505.9301951334915,-6.947797716843812,0.400279127508613,-17.357381985135643,1.734545144676687e-67,1.1218753976680795e-66
miRNA_817,2368904129.786533,6.383997323602519,0.3693174512880498,17.28593463790399,6.004021228054403e-67,3.8607252780396337e-66
miRNA_314,1245818513.925617,7.346489628726502,0.4276306438558835,17.179521005520723,3.780195483446058e-66,2.4167030084921042e-65
miRNA_525,4701610916.059928,6.27141436152084,0.36530840490095445,17.167451603587384,4.6540952832205277e-66,2.9582927489896e-65
miRNA_163,787355831770.8904,11.91418376000146,0.699682670167901,17.02798178085852,5.093067733030317e-65,3.218818807275161e-64
miRNA_675,1022417688.9780948,6.232570343844425,0.36741283219233517,16.963398656097475,1.5321992848418178e-64,9.62847959679006e-64
miRNA_370,529166286159.77496,11.874854607841762,0.7004485886029999,16.953213699131584,1.8221556897979708e-64,1.1385899395008789e-63
miRNA_278,412688448006.8706,11.378094417135799,0.6715916099898276,16.94198415806317,2.205583437527651e-64,1.3704355516323495e-63
miRNA_485,73462824.7561795,10.575404911793894,0.6340228375720642,16.679848556073303,1.8368398013899537e-62,1.1349412404118931e-61
miRNA_280,403528716168.10864,11.467660942202285,0.6920089819484911,16.57154927369984,1.1190503831855118e-61,6.875942910017645e-61
miRNA_381,4049672892.8490405,5.262466637107846,0.3185495362978111,16.520088832237324,2.6301042106548353e-61,1.6071244513725126e-60
miRNA_22,801090798250.9917,12.133616733186411,0.7381351186605353,16.438205453772213,1.0189162863637069e-60,6.191875894056372e-60
miRNA_855,13686.783573397064,-10.493095119654503,0.6506409172550104,-16.127321294092344,1.6398005679232578e-58,9.910488678268433e-58
miRNA_1116,9037.604666142523,5.497019934000303,0.3420062301815633,16.072864903899735,3.9538284675538544e-58,2.376594720170958e-57
miRNA_885,10640936729.977716,11.617016010954774,0.7267205005264815,15.985535020050605,1.6117716872292313e-57,9.635781005813675e-57
miRNA_884,10641002268.870317,11.61482262244607,0.7272038732926401,15.971893232438894,2.0060335464073723e-57,1.1928350012508353e-56
miRNA_11,656309695317.4604,11.939036568338485,0.7487610232258487,15.945056163450051,3.083628000422972e-57,1.8237928173624636e-56
miRNA_28,2401067105.7462482,4.4679284398355135,0.2813981209420061,15.877605809444326,9.05700085471285e-57,5.328214332612985e-56
miRNA_263,473777377547.6179,11.861870321042828,0.748949686451277,15.838006925735595,1.7012818870783669e-56,9.955649561421554e-56
miRNA_223,43203.93867006123,13.005570413437454,0.8272663782380062,15.72113983543971,1.0835662474140261e-55,6.3074961559995416e-55
miRNA_6,745817576736.6309,12.470843907641708,0.7969819422786149,15.647586533751172,3.450594749930392e-55,1.9980930855617872e-54
miRNA_19,18867540144.90416,9.401916828481465,0.6088947143031633,15.440956552301968,8.680328900902025e-54,5.000231127290438e-53
miRNA_1397,244519175818.65396,10.524446665475377,0.6819462162773943,15.432957048909504,9.826289069014624e-54,5.631023684108898e-53
miRNA_135,332654103429.47473,11.00053444181263,0.7135854266539635,15.415861970997174,1.2805080686195817e-53,7.300216102542564e-53
miRNA_922,28946.04822706541,-19.39345833226406,1.2662288505285217,-15.3159188595089,5.985992186018562e-53,3.395131978326426e-52
miRNA_10,700934312726.4565,13.100194379132526,0.8567415917024653,15.290718351960255,8.817218550990241e-53,4.9754304680587795e-52
miRNA_469,4019.4448312043064,5.880233539380448,0.38947052270935867,15.09801948161442,1.6687066428670155e-51,9.368474857923448e-51
miRNA_1334,18848815588.277073,9.758107233774242,0.6495596021922557,15.02265104055232,5.217843055684726e-51,2.9146133432259128e-50
miRNA_1069,3638783028.1760764,4.555873247102738,0.3038157525195893,14.995513594407804,7.855269915789481e-51,4.3657932295794805e-50
miRNA_20,18870523075.274986,9.48669526640803,0.6375657487650818,14.879556006236323,4.474590536949741e-50,2.4744485669332066e-49
miRNA_65,592286.3290356108,5.773683070981872,0.3890474888022035,14.840561209527001,8.008317603092466e-50,4.406566800507596e-49
miRNA_124,446153.32757622126,8.483575674865728,0.5742127540750841,14.774272453301194,2.146626743246571e-49,1.1753312762528257e-48
miRNA_569,2964.1349680399444,5.559015089427288,0.3792370334013607,14.658418350045405,1.1901305402945061e-48,6.484159495397653e-48
miRNA_200,970917208.3915594,3.9518815580758946,0.26977978673437303,14.64854578585216,1.376299041014871e-48,7.461699702757095e-48
miRNA_481,189205590391.7106,10.275094498101454,0.7023723964847542,14.629126300416173,1.8312360524265682e-48,9.879741824311144e-48
miRNA_253,641639901604.6578,12.541743802463442,0.8592730060932613,14.59576143266186,2.98857250818073e-48,1.6045442689552852e-47
miRNA_209,539521677394.15265,12.983111667692372,0.8902537972969312,14.58360717709137,3.5713655345247554e-48,1.908178879799217e-47
miRNA_143,343328330445.2652,12.157537438856943,0.844962542699479,14.388256075844673,6.132275105884083e-47,3.2607193591864406e-46
miRNA_102,112651.33951507107,5.257097017824371,0.36561625287371136,14.378728999337568,7.037511066332882e-47,3.7241565738584534e-46
miRNA_923,10617429239.658623,12.140843936382733,0.8464140761668915,14.343858730899539,1.1639934534101802e-46,6.130365521293616e-46
miRNA_541,1452972182.198454,4.721995630724418,0.3319791737086553,14.223770659988563,6.524076059679178e-46,3.4197289677749626e-45
miRNA_1105,265525.0525675036,4.711541385914585,0.3315808823960999,14.20932760618651,8.01917738723702e-46,4.183589712398182e-45
miRNA_482,25867.106757272024,5.1983230891918915,0.36686006326220266,14.16977101014274,1.40959400733473e-45,7.319300338554983e-45
miRNA_254,566167410246.8875,12.61003384052897,0.8909331129053724,14.15373798309852,1.770883606980401e-45,9.152323688412727e-45
miRNA_115,1021160481.6183722,3.8073388495371736,0.269543905129394,14.12511571244569,2.6596264047582616e-45,1.3681613040291335e-44
miRNA_1033,955615194.5006527,2.845100010268265,0.20356379211984013,13.976454165254127,2.1703486613016234e-44,1.111298897870183e-43
miRNA_1308,1439623.1596740806,5.745860934849697,0.4133696748235041,13.90005432136017,6.329331149778094e-44,3.2259171666610932e-43
miRNA_211,577265.6835229746,5.895740863082835,0.42633756819049845,13.828809147892096,1.7082507666575116e-43,8.666630036344989e-43
miRNA_232,973560795.832056,4.631398636976063,0.33724822708229063,13.73290729218859,6.44927318331267e-43,3.257030201252883e-42
miRNA_497,478888.2762952595,4.739002454610835,0.34609068763652806,13.692949922963077,1.1187349620877635e-42,5.6241857639503024e-42
miRNA_831,746540466.8355522,4.113195476523627,0.3032220870560646,13.564959981833752,6.46149225217629e-42,3.233669878238451e-41
miRNA_1219,36433.90553198945,4.275767170498841,0.31941888611639563,13.386081275547243,7.292825737459363e-41,3.6332726421757007e-40
miRNA_835,2219.698722047907,4.323333796814071,0.3259401734409783,13.264194318767968,3.734124733902855e-40,1.8519919083841062e-39
miRNA_931,500343281432.72723,11.66766312977217,0.8800171596169726,13.258449568018104,4.031444879241073e-40,1.99052590912528e-39
miRNA_836,1932.6716665277077,5.2027256546067875,0.39537343635071104,13.15901670741424,1.5103868287816468e-39,7.424390367255562e-39
miRNA_178,1713.0135650750738,-4.880224649839257,0.371294396440659,-13.143814441108121,1.846773502175118e-39,9.037749970821594e-39
miRNA_524,767533996.6747944,4.267073624676939,0.3249044383795968,13.133318972059019,2.1215040927784356e-39,1.0336491306664977e-38
miRNA_215,216263986565.8308,11.042726807197267,0.8413331543772833,13.12527237247722,2.3593294815154313e-39,1.144481757261433e-38
miRNA_1118,147068.52809997418,-3.95207768719106,0.3043130997620729,-12.98687992820878,1.4522785432340123e-38,7.0140614358813e-38
miRNA_1385,2693879705.8985486,5.947146676223592,0.4601195090565774,12.925221728627717,3.2436020351925344e-38,1.5597495004012797e-37
miRNA_80,230718212973.37494,11.057779079084952,0.8580412032528537,12.887235528043012,5.311381471202295e-38,2.5430250680301895e-37
miRNA_261,488398351336.6081,13.726585088994915,1.075343376940826,12.764839011744117,2.5768285411084037e-37,1.2284363648559891e-36
miRNA_416,1391.2166368968467,-4.7236288183595105,0.3706957091424559,-12.742604518641059,3.427580098609544e-37,1.6269972485245307e-36
miRNA_1054,2534.4430617449025,4.843194848005641,0.38510956145631203,12.576148017958436,2.856207602771869e-36,1.349985302848584e-35
